E00ZP000000000         A07ECF-IF ZPM                 ZPM/2EFC LOGGER     00000001000000000000000000000000000000000000000000nomedosoftwarehouse                     nomedoaplicativo                        1.1.1     linha1aplicativo                          linha2aplicativo                          
E01ZP000000000         AECF-IF ZPM                 ZPM/2EFC LOGGER     01.00.01  2007071214514902300000000000000TDM000001000112200711192007111901.01.01AC1704 01.00.00
E02ZP000000000         AZPM/2EFC LOGGER     00000000000000888888888888  CONTRIBUINTE EXEMPLO S/A                AV CAMILO PESTANA 000, SÃO PAULO, SP, CEP 00000-000                                                                     2007073116285000000100000000002142866407
E12ZP000000000         AZPM/2EFC LOGGER     07000112046397000001200711192007111921510800000000155375S
E15ZP000000000         AZPM/2EFC LOGGER     070463180373440027111400158    PRODUTO 2 DO CUPOM 046318                                                                           0001000UN 00000280000000000000000000000000000280T0320  N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070463180373440037110220900    PRODUTO 3 DO CUPOM 046318                                                                           0001000UN 00000001000000000000000000000000000001T0320  N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070463190373450017110701502    PRODUTO 1 DO CUPOM 046319                                                                           0001000UN 00000160000000000000000000000000000160T0320  N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070463190373450027111500101    PRODUTO 2 DO CUPOM 046319                                                                           0001000UN 00000200000000000000000000000000000200F1     N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070463210373460017111500208    PRODUTO 1 DO CUPOM 046321                                                                           0001000UN 00000200000000000000000000000000000200F1     N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070463210373460027110700501    PRODUTO 2 DO CUPOM 046321                                                                           0001000UN 00000260000000000000000000000000000260T0320  N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070463220373470017111500221    PRODUTO 1 DO CUPOM 046322                                                                           0001000UN 00000270000000000000000000000000000270F1     N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070463230373480017110801300    PRODUTO 1 DO CUPOM 046323                                                                           0001000UN 00000240000000000000000000000000000240T0320  N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070463240373490017110706267    PRODUTO 1 DO CUPOM 046324                                                                           0001000UN 00000620000000000000000000000000000620T0320  N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070463240373490027111400189    PRODUTO 2 DO CUPOM 046324                                                                           0001000UN 00000220000000000000000000000000000220T0320  N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070463260373500017111400237    PRODUTO 1 DO CUPOM 046326                                                                           0001000UN 00000170000000000000000000000000000170T0320  N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070463270373510017111500208    PRODUTO 1 DO CUPOM 046327                                                                           0002000UN 00000200000000000000000000000000000400F1     N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070463270373510027110802944    PRODUTO 2 DO CUPOM 046327                                                                           0001000UN 00000370000000000000000000000000000370T0320  N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070463280373520017110700501    PRODUTO 1 DO CUPOM 046328                                                                           0001000UN 00000260000000000000000000000000000260T0320  N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070463280373520027111500208    PRODUTO 2 DO CUPOM 046328                                                                           0001000UN 00000200000000000000000000000000000200F1     N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070463290373530017110221031    PRODUTO 1 DO CUPOM 046329                                                                           0001000UN 00000690000000000000000000000000000690T0320  N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070463290373530027110800700    PRODUTO 2 DO CUPOM 046329                                                                           0001000UN 00000370000000000000000000000000000370T0320  N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070463290373530037110701502    PRODUTO 3 DO CUPOM 046329                                                                           0001000UN 00000160000000000000000000000000000160T0320  N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070463300373540017110701502    PRODUTO 1 DO CUPOM 046330                                                                           0001000UN 00000160000000000000000000000000000160T0320  N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070463300373540027111400159    PRODUTO 2 DO CUPOM 046330                                                                           0001000UN 00000220000000000000000000000000000220T0320  N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070463320373550017111500208    PRODUTO 1 DO CUPOM 046332                                                                           0001000UN 00000200000000000000000000000000000200F1     N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070463320373550027110701502    PRODUTO 2 DO CUPOM 046332                                                                           0002000UN 00000160000000000000000000000000000320T0320  N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070463320373550037111200442    PRODUTO 3 DO CUPOM 046332                                                                           0001000UN 00000180000000000000000000000000000180T0320  N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070463340373560017110704657    PRODUTO 1 DO CUPOM 046334                                                                           0001000UN 00000620000000000000000000000000000620T0320  N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070463340373560027111400121    PRODUTO 2 DO CUPOM 046334                                                                           0001000UN 00000280000000000000000000000000000280T0320  N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070463350373570017110704693    PRODUTO 1 DO CUPOM 046335                                                                           0001000UN 00000260000000000000000000000000000260T0320  N000000000000000000000000000000000T32
